,AccountsPayableCurrent-0,AccountsPayableCurrent-1,AccountsPayableCurrent-2,AccountsPayableCurrent-3,AccountsReceivableNet-0,AccountsReceivableNet-1,AccountsReceivableNet-2,AccountsReceivableNet-3,Assets-0,Assets-1,Assets-2,Assets-3,AssetsCurrent-0,AssetsCurrent-1,AssetsCurrent-2,AssetsCurrent-3,CashAndCashEquivalentsAtCarryingValue-0,CashAndCashEquivalentsAtCarryingValue-1,CashAndCashEquivalentsAtCarryingValue-2,CashAndCashEquivalentsAtCarryingValue-3,InventoryNet-0,InventoryNet-1,InventoryNet-2,InventoryNet-3,Liabilities-0,Liabilities-1,Liabilities-2,Liabilities-3,LiabilitiesCurrent-0,LiabilitiesCurrent-1,LiabilitiesCurrent-2,LiabilitiesCurrent-3,LongTermDebt-0,LongTermDebt-1,LongTermDebt-2,LongTermDebt-3,AssetsNoncurrent-0,AssetsNoncurrent-1,AssetsNoncurrent-2,AssetsNoncurrent-3,PropertyPlantAndEquipmentNet-0,PropertyPlantAndEquipmentNet-1,PropertyPlantAndEquipmentNet-2,PropertyPlantAndEquipmentNet-3,ShortTermBorrowings-0,ShortTermBorrowings-1,ShortTermBorrowings-2,ShortTermBorrowings-3,StockholdersEquity-0,StockholdersEquity-1,StockholdersEquity-2,StockholdersEquity-3,EntityCommonStockSharesOutstanding-0,MarketCap,splits,close,static_quantile,dynamic_quantile,category,CostsAndExpenses-0,CostsAndExpenses-1,CostsAndExpenses-2,CostsAndExpenses-3,DepreciationAndAmortization-0,DepreciationAndAmortization-1,DepreciationAndAmortization-2,DepreciationAndAmortization-3,EarningsPerShareDiluted-0,EarningsPerShareDiluted-1,EarningsPerShareDiluted-2,EarningsPerShareDiluted-3,GrossProfit-0,GrossProfit-1,GrossProfit-2,GrossProfit-3,IncomeTaxesPaidNet-0,IncomeTaxesPaidNet-1,IncomeTaxesPaidNet-2,IncomeTaxesPaidNet-3,NetIncomeLoss-0,NetIncomeLoss-1,NetIncomeLoss-2,NetIncomeLoss-3,OperatingIncomeLoss-0,OperatingIncomeLoss-1,OperatingIncomeLoss-2,OperatingIncomeLoss-3,Revenues-0,Revenues-1,Revenues-2,Revenues-3,FreeCashFlow-0,FreeCashFlow-1,FreeCashFlow-2,FreeCashFlow-3,EntityCommonStockSharesOutstanding-0,MarketCap,splits,close,static_quantile,dynamic_quantile,category
2012-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,257898785.98519564,0.0,2.266666889190674,2.2971997261047363,2.253999948501587,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,257898785.98519564,0.0,2.266666889190674,2.2971997261047363,2.254133367538452,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,257898785.98519564,0.0,2.266666889190674,2.2971997261047363,2.254667043685913,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,260022585.5761921,0.0,2.2853329181671143,2.2971997261047363,2.254667043685913,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,260022585.5761921,0.0,2.2853329181671143,2.2971997261047363,2.2557336330413817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,254788757.35216025,0.0,2.239332914352417,2.2971997261047363,2.2557336330413817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,255547336.649431,0.0,2.246000051498413,2.2971997261047363,2.2557336330413817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,251982306.92380783,0.0,2.2146670818328857,2.2971997261047363,2.2557336330413817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,251982306.92380783,0.0,2.2146670818328857,2.2971997261047363,2.2557336330413817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,251982306.92380783,0.0,2.2146670818328857,2.2971997261047363,2.2557336330413817,4.0
2012-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,251982306.92380783,0.0,2.2146670818328857,2.2971997261047363,2.2557336330413817,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,256912665.451138,0.0,2.257999897003174,2.2971997261047363,2.2583999156951906,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,256912665.451138,0.0,2.257999897003174,2.2971997261047363,2.2583999156951906,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,268214666.8944156,0.0,2.357332944869995,2.2971997261047363,2.259999990463257,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,263739417.96765447,0.0,2.318000078201294,2.3049335956573485,2.26133337020874,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,260932831.9043255,0.0,2.293333053588867,2.3049335956573485,2.266666889190674,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,260932831.9043255,0.0,2.293333053588867,2.3049335956573485,2.266666889190674,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,260932831.9043255,0.0,2.293333053588867,2.3049335956573485,2.2689335346221924,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,260477722.30375648,0.0,2.2893331050872803,2.3049335956573485,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,255471435.3165114,0.0,2.245332956314087,2.3049335956573485,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,255168101.25478625,0.0,2.242666959762573,2.2974663257598875,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,254333647.7515912,0.0,2.23533296585083,2.293733024597168,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,249630830.4610479,0.0,2.194000005722046,2.293333053588867,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,249630830.4610479,0.0,2.194000005722046,2.293333053588867,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,249630830.4610479,0.0,2.194000005722046,2.293333053588867,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,252285640.985533,0.0,2.2173330783843994,2.293333053588867,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,257140233.8149202,0.0,2.259999990463257,2.293333053588867,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,258657256.7744851,0.0,2.273333072662353,2.293333053588867,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,260781164.8734629,0.0,2.2920000553131104,2.293333053588867,2.2780001163482666,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,261843051.1054635,0.0,2.301332950592041,2.293333053588867,2.279466676712036,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,261843051.1054635,0.0,2.301332950592041,2.293333053588867,2.2853329181671143,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,261843051.1054635,0.0,2.301332950592041,2.293333053588867,2.286132955551148,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,261843051.1054635,0.0,2.301332950592041,2.294933032989502,2.289866495132446,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,266925212.2986329,0.0,2.345999956130981,2.301332950592041,2.292266654968261,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,273069286.85079813,0.0,2.400000095367432,2.301332950592041,2.293333053588867,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,280578690.2046704,0.0,2.4660000801086426,2.301332950592041,2.293333053588867,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,280502788.87175083,0.0,2.4653329849243164,2.304666376113892,2.293333053588867,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,280502788.87175083,0.0,2.4653329849243164,2.3236000537872314,2.293733024597168,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,280502788.87175083,0.0,2.4653329849243164,2.348266553878784,2.296532917022705,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,288467301.82619214,0.0,2.5353329181671143,2.3658663749694826,2.301332950592041,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,287860525.19476056,0.0,2.5299999713897705,2.4130666732788093,2.301332950592041,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113778865.0,284598829.53086257,0.0,2.501332998275757,2.4653329849243164,2.301332950592041,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,286371326.8883071,0.0,2.500667095184326,2.4653329849243164,2.3019997596740724,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,292402524.59876895,0.0,2.553333044052124,2.4654664039611816,2.3049335956573485,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,292402524.59876895,0.0,2.553333044052124,2.4729334831237795,2.3062665939331053,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,292402524.59876895,0.0,2.553333044052124,2.500800275802612,2.307466411590576,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,288127223.7812369,0.0,2.5160000324249268,2.5042664051055907,2.3100000858306884,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,291104693.7003453,0.0,2.5420000553131104,2.5188000202178955,2.3236000537872314,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,299044549.7771387,0.0,2.611332893371582,2.531066560745239,2.346933364868164,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,301411301.4411888,0.0,2.631999969482422,2.5366663455963137,2.350933599472046,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,299579010.1599519,0.0,2.615999937057495,2.5442666530609133,2.3530665874481205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,299579010.1599519,0.0,2.615999937057495,2.553333044052124,2.3658663749694826,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,299579010.1599519,0.0,2.615999937057495,2.553333044052124,2.4130666732788093,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,293318656.5877812,0.0,2.561332941055298,2.554933023452759,2.4653329849243164,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,289272402.4191084,0.0,2.526000022888184,2.554933023452759,2.4653329849243164,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,293547703.23664045,0.0,2.563333034515381,2.561732959747314,2.4654664039611816,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,292173477.9499097,0.0,2.551332950592041,2.561732959747314,2.4729334831237795,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,282783002.1980784,0.0,2.469332933425904,2.561732959747314,2.475599765777589,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,282783002.1980784,0.0,2.469332933425904,2.561732959747314,2.475599765777589,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,282783002.1980784,0.0,2.469332933425904,2.561732959747314,2.475599765777589,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,282783002.1980784,0.0,2.469332933425904,2.561732959747314,2.475599765777589,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,299884423.8939059,0.0,2.618666887283325,2.5729330062866214,2.500800275802612,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,294234815.88000584,0.0,2.569333076477051,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,268430140.2885621,0.0,2.344000101089477,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,275682883.7219901,0.0,2.40733289718628,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,275682883.7219901,0.0,2.40733289718628,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,275682883.7219901,0.0,2.40733289718628,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,262475200.45034528,0.0,2.2920000553131104,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,262856872.0565443,0.0,2.295332908630371,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,267972046.9908436,0.0,2.3399999141693115,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,265910736.3639598,0.0,2.322000026702881,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,264536511.07722905,0.0,2.309999942779541,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,264536511.07722905,0.0,2.309999942779541,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,264536511.07722905,0.0,2.309999942779541,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,271636629.5533173,0.0,2.371999979019165,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,279805532.27897,0.0,2.44333291053772,2.577733039855957,2.5042664051055907,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,287745524.87182546,0.0,2.512666940689087,2.577733039855957,2.513333559036255,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,291868173.4288053,0.0,2.548666954040528,2.577733039855957,2.518000030517578,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,293700464.71004224,0.0,2.564666986465454,2.5656002044677733,2.526800012588501,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,293700464.71004224,0.0,2.564666986465454,2.564666986465454,2.531066560745239,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,293700464.71004224,0.0,2.564666986465454,2.564666986465454,2.5366663455963137,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,298510225.9103875,0.0,2.6066670417785645,2.564666986465454,2.5433334350585937,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,298662878.1709397,0.0,2.6080000400543213,2.564666986465454,2.5492001533508306,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,297594066.6181629,0.0,2.5986669063568115,2.564666986465454,2.551732969284058,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,281332519.0391025,0.0,2.456666946411133,2.564666986465454,2.551732969284058,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,269422666.6658814,0.0,2.352667093276977,2.564666986465454,2.551732969284058,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114517973.0,269422666.6658814,0.0,2.352667093276977,2.564666986465454,2.551732969284058,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
